,assists,faceoffWinPctg,gameDate,gameId,gameWinningGoals,gamesPlayed,goals,opponentTeamAbbrev,otGoals,penaltyMinutes,playerBirthCity,playerBirthCountry,playerBirthDate,playerBirthStateProvince,playerDraftOverallPickNo,playerDraftRoundNo,playerDraftYear,playerFirstName,playerHeight,playerId,playerInHockeyHof,playerIsActive,playerLastName,playerName,playerNationality,playerPositionCode,playerShootsCatches,playerWeight,plusMinus,points,ppGoals,ppPoints,shGoals,shPoints,shiftsPerGame,shootingPctg,shots,teamAbbrev,timeOnIcePerGame
1173,1,0.375,2017-12-03T00:00:00Z,2017020400,0,1,1,BUF,0,2,Magnitogorsk,RUS,1986-07-31,,2,1,2004,Evgeni,75,8471215,0,1,Malkin,Evgeni Malkin,RUS,C,L,195,1,2,0,0,0,0,20.0,0.125,8,PIT,1034.0
1174,1,0.0,2017-10-09T23:00:00Z,2017020035,0,1,1,TOR,0,2,Písek,CZE,1990-07-29,,,,,Jan,75,8480172,0,1,Rutta,Jan Rutta,CZE,D,R,200,0,2,0,1,0,0,26.0,1.0,1,CHI,1047.0
1175,1,0.0,2017-10-07T23:00:00Z,2017020016,0,1,1,NYR,0,0,Minnetonka,USA,1990-07-04,MN,17,1,2008,Jake,74,8474581,0,1,Gardiner,Jake Gardiner,USA,D,L,200,3,2,1,1,0,0,28.0,1.0,1,TOR,1318.0
1176,1,0.0,2017-10-19T23:30:00Z,2017020099,0,1,1,OTT,0,0,Smithtown,USA,1991-02-01,NY,26,1,2009,Kyle,71,8475151,0,1,Palmieri,Kyle Palmieri,USA,R,R,185,2,2,0,0,0,0,22.0,0.1666,6,NJD,1013.0
1177,1,1.0,2017-10-07T23:00:00Z,2017020018,0,1,1,FLA,0,0,Zhukovskiy,RUS,1992-11-22,,27,1,2011,Vladislav,71,8476480,0,1,Namestnikov,Vladislav Namestnikov,RUS,C,L,180,0,2,1,1,0,0,21.0,0.3333,3,TBL,986.0
1178,1,0.0,2017-10-13T23:00:00Z,2017020061,1,1,1,CGY,0,0,Ottawa,CAN,1993-12-21,ON,15,1,2012,Cody,74,8476879,0,1,Ceci,Cody Ceci,CAN,D,R,207,1,2,0,1,0,0,21.0,0.5,2,OTT,1127.0
1179,1,0.0,2017-12-31T18:00:00Z,2017020598,0,1,1,ARI,0,0,Gävle,SWE,1990-10-13,,39,2,2009,Jakob,74,8475164,0,1,Silfverberg,Jakob Silfverberg,SWE,R,R,202,2,2,0,0,0,0,24.0,0.5,2,ANA,955.0
1180,1,1.0,2017-11-10T00:00:00Z,2017020235,0,1,1,NJD,0,0,Vancouver,CAN,1988-06-07,BC,50,2,2006,Milan,75,8473473,0,1,Lucic,Milan Lucic,CAN,L,L,236,1,2,0,0,0,0,20.0,1.0,1,EDM,1027.0
1181,1,1.0,2017-10-30T23:00:00Z,2017020170,0,1,1,VGK,0,0,Magnitogorsk,RUS,1986-07-14,,44,2,2006,Nikolay,73,8473579,0,1,Kulemin,Nikolay Kulemin,RUS,L,L,228,2,2,0,0,0,0,16.0,1.0,1,NYI,671.0
1182,1,0.0,2017-11-28T00:00:00Z,2017020363,0,1,1,PIT,0,0,Villach,AUT,1988-12-01,,,,,Michael,72,8477290,0,1,Raffl,Michael Raffl,AUT,L,L,200,2,2,0,0,0,0,21.0,0.3333,3,PHI,868.0
1183,1,0.0,2017-12-31T00:00:00Z,2017020589,0,1,1,NJD,0,0,Gothenburg,SWE,1994-08-06,,195,7,2012,Christian,72,8477043,0,1,Djoos,Christian Djoos,SWE,D,L,169,1,2,0,0,0,0,18.0,0.25,4,WSH,902.0
1184,1,0.6666,2017-12-24T00:00:00Z,2017020556,1,1,1,VAN,0,0,St. Paul,CAN,1984-05-25,AB,214,7,2003,Kyle,74,8470803,0,1,Brodziak,Kyle Brodziak,CAN,C,R,209,2,2,0,0,0,0,17.0,0.5,2,STL,766.0
1185,1,0.0,2017-10-07T23:00:00Z,2017020028,0,1,1,VAN,0,0,Caroline,CAN,1987-05-02,AB,67,3,2005,Kris,70,8471729,0,1,Russell,Kris Russell,CAN,D,L,173,0,2,0,1,0,0,28.0,0.5,2,EDM,1072.0
1186,1,0.4782,2017-12-22T00:00:00Z,2017020532,0,1,1,PIT,0,0,Ste-Agathe-Des-Monts,CAN,1998-06-24,QC,3,1,2016,Pierre-Luc,75,8479400,0,1,Dubois,Pierre-Luc Dubois,CAN,C,L,207,1,2,0,1,0,0,24.0,0.2,5,CBJ,1132.0
1187,1,0.5652,2017-11-24T18:00:00Z,2017020334,0,1,1,PIT,0,2,Sternberk,CZE,1986-04-28,,63,2,2004,David,72,8471276,0,1,Krejci,David Krejci,CZE,C,R,188,1,2,0,0,0,0,26.0,1.0,1,BOS,1068.0
1188,1,1.0,2017-10-30T23:30:00Z,2017020173,0,1,1,MTL,0,0,Toronto,CAN,1989-02-20,ON,164,6,2007,Christopher,71,8474018,0,1,DiDomenico,Christopher DiDomenico,CAN,L,R,174,-2,2,1,2,0,0,18.0,1.0,1,OTT,896.0
1189,1,0.5,2017-12-10T00:30:00Z,2017020455,1,1,1,CAR,1,0,Kitchener,CAN,1992-08-10,ON,30,1,2012,Tanner,73,8476871,0,1,Pearson,Tanner Pearson,CAN,L,L,201,3,2,0,0,0,0,22.0,0.3333,3,LAK,910.0
1190,1,0.4285,2017-11-15T00:30:00Z,2017020269,0,1,1,DAL,0,0,Tampere,FIN,1995-09-02,,2,1,2013,Aleksander,75,8477493,0,1,Barkov,Aleksander Barkov,FIN,C,L,213,0,2,0,1,0,0,36.0,0.3333,3,FLA,1735.0
1191,1,0.0,2017-11-06T00:00:00Z,2017020216,0,1,1,NJD,0,0,Kladno,CZE,1988-02-17,,10,1,2006,Michael,73,8473564,0,1,Frolik,Michael Frolik,CZE,R,L,194,2,2,0,0,1,1,25.0,0.3333,3,CGY,1206.0
1192,1,0.2,2017-10-07T23:00:00Z,2017020020,1,1,1,BUF,0,0,Bowmanville,CAN,1989-10-02,ON,9,1,2008,Josh,73,8474573,0,1,Bailey,Josh Bailey,CAN,R,L,203,1,2,0,0,0,0,18.0,1.0,1,NYI,960.0
1193,1,0.0,2017-12-10T23:00:00Z,2017020458,1,1,1,BUF,1,0,Yaroslavl,RUS,1991-12-13,,16,1,2010,Vladimir,72,8475765,0,1,Tarasenko,Vladimir Tarasenko,RUS,R,L,225,1,2,0,0,0,0,26.0,0.125,8,STL,1361.0
1194,1,0.5,2017-12-06T00:00:00Z,2017020417,0,1,1,CBJ,0,0,Plano,USA,1993-02-12,TX,21,1,2011,Stefan,73,8476474,0,1,Noesen,Stefan Noesen,USA,R,R,205,2,2,0,0,0,0,15.0,0.5,2,NJD,944.0
1195,1,0.0,2017-12-21T01:00:00Z,2017020527,0,1,1,PHI,0,0,Calgary,CAN,1985-10-12,AB,29,1,2004,Mike,73,8471242,0,1,Green,Mike Green,CAN,D,R,207,1,2,1,2,0,0,31.0,0.3333,3,DET,1345.0
1196,1,0.0,2017-12-24T00:00:00Z,2017020550,0,1,1,BUF,0,0,Rauma,FIN,1997-07-26,,35,2,2015,Sebastian,71,8478427,0,1,Aho,Sebastian Aho,FIN,R,L,172,2,2,0,0,0,0,20.0,0.25,4,CAR,1137.0
1197,1,0.625,2017-10-19T23:00:00Z,2017020095,1,1,1,VAN,0,0,Sternberk,CZE,1986-04-28,,63,2,2004,David,72,8471276,0,1,Krejci,David Krejci,CZE,C,R,188,-1,2,1,2,0,0,15.0,1.0,1,BOS,501.0
1198,1,0.0,2017-10-07T23:00:00Z,2017020023,0,1,1,CAR,0,0,Newport Beach,USA,1992-01-16,CA,59,2,2010,Jason,71,8475722,0,1,Zucker,Jason Zucker,USA,L,L,187,2,2,1,1,0,0,25.0,0.25,4,MIN,1107.0
1199,1,0.0,2017-11-02T23:00:00Z,2017020194,0,1,1,CAR,0,2,Stockholm,SWE,1992-02-08,,41,2,2010,Patrik,75,8475747,0,1,Nemeth,Patrik Nemeth,SWE,D,L,219,1,2,0,0,0,0,25.0,0.3333,3,COL,1184.0
1200,1,0.0,2017-10-30T23:30:00Z,2017020174,0,1,1,FLA,0,0,Frydek-Mistek,CZE,1991-03-28,,208,7,2011,Ondrej,72,8476292,0,1,Palat,Ondrej Palat,CZE,L,L,188,1,2,0,1,0,0,23.0,0.5,2,TBL,1031.0
1201,1,0.6666,2017-12-10T00:00:00Z,2017020448,0,1,1,FLA,0,0,Nousiainen,FIN,1996-10-29,,10,1,2015,Mikko,76,8478420,0,1,Rantanen,Mikko Rantanen,FIN,R,L,211,1,2,0,0,0,0,23.0,0.3333,3,COL,955.0
1202,1,0.5937,2017-11-15T00:00:00Z,2017020267,0,1,1,BUF,0,0,Cole Harbour,CAN,1987-08-07,NS,1,1,2005,Sidney,71,8471675,0,1,Crosby,Sidney Crosby,CAN,C,L,200,0,2,1,1,0,0,28.0,0.2,5,PIT,1414.0
1203,1,0.0,2017-10-21T17:00:00Z,2017020111,1,1,1,EDM,0,0,Scarborough,CAN,1988-08-26,ON,61,2,2007,Wayne,74,8474190,0,1,Simmonds,Wayne Simmonds,CAN,R,R,185,1,2,0,1,0,0,19.0,0.5,2,PHI,1008.0
1204,1,0.75,2017-10-17T23:30:00Z,2017020091,0,1,1,MTL,0,2,Plover,USA,1984-07-11,WI,205,7,2003,Joe,71,8470794,0,1,Pavelski,Joe Pavelski,USA,C,R,195,2,2,0,1,0,0,22.0,0.25,4,SJS,1114.0
1205,1,0.0,2017-12-29T00:00:00Z,2017020574,0,1,1,VGK,0,2,London,CAN,1989-12-08,ON,2,1,2008,Drew,73,8474563,0,1,Doughty,Drew Doughty,CAN,D,R,200,2,2,0,0,0,0,33.0,0.2,5,LAK,1650.0
1206,1,0.0,2017-11-04T23:00:00Z,2017020204,0,1,1,COL,0,0,Kladno,CZE,1989-08-15,,7,1,2007,Jakub,74,8474161,0,1,Voracek,Jakub Voracek,CZE,R,L,214,1,2,0,1,0,0,25.0,0.2,5,PHI,1397.0
1207,1,0.5882,2017-10-26T23:00:00Z,2017020148,0,1,1,WSH,0,0,London,CAN,1995-04-05,ON,9,1,2013,Bo,72,8477500,0,1,Horvat,Bo Horvat,CAN,C,L,223,0,2,1,2,0,0,24.0,0.5,2,VAN,1047.0
1208,1,0.3333,2017-12-13T00:00:00Z,2017020471,0,1,1,STL,0,0,Spokane,USA,1990-07-29,WA,,,,Tyler,68,8474870,0,1,Johnson,Tyler Johnson,USA,C,R,183,2,2,0,0,0,0,24.0,0.3333,3,TBL,1094.0
1209,1,0.0,2017-12-28T00:00:00Z,2017020558,1,1,1,OTT,0,0,Langley,CAN,1995-07-05,BC,116,4,2014,Danton,73,8478046,0,1,Heinen,Danton Heinen,CAN,C,L,185,4,2,0,0,0,0,21.0,0.3333,3,BOS,955.0
1210,1,0.0,2017-11-21T00:30:00Z,2017020315,0,1,1,SJS,0,0,Peterborough,CAN,1985-05-16,ON,28,1,2003,Corey,75,8470621,0,1,Perry,Corey Perry,CAN,R,R,213,2,2,0,0,0,0,27.0,0.25,4,ANA,1089.0
1211,1,0.0,2017-10-11T23:30:00Z,2017020047,0,1,1,PIT,0,2,Gothenburg,SWE,1994-08-06,,195,7,2012,Christian,72,8477043,0,1,Djoos,Christian Djoos,SWE,D,L,169,2,2,0,0,0,0,18.0,0.5,2,WSH,800.0
1212,1,0.5217,2017-12-13T00:30:00Z,2017020473,0,1,1,FLA,0,0,Winnipeg,CAN,1988-04-29,MB,3,1,2006,Jonathan,74,8473604,0,1,Toews,Jonathan Toews,CAN,C,L,201,1,2,0,0,0,0,26.0,0.25,4,CHI,1350.0
1213,1,0.0,2017-10-30T23:00:00Z,2017020176,1,1,1,VAN,1,2,Nizhny Tagil,RUS,1986-07-05,,15,1,2004,Alexander,73,8471228,0,1,Radulov,Alexander Radulov,RUS,R,L,201,1,2,0,1,0,0,28.0,0.25,4,DAL,1353.0
1214,1,0.0,2017-11-12T00:00:00Z,2017020250,0,1,1,BOS,0,0,Vancouver,CAN,1994-03-09,BC,5,1,2012,Morgan,73,8476853,0,1,Rielly,Morgan Rielly,CAN,D,L,217,1,2,0,1,0,0,30.0,0.3333,3,TOR,1270.0
1215,1,0.0,2017-10-14T23:30:00Z,2017020075,1,1,1,BUF,0,0,London,CAN,1989-12-08,ON,2,1,2008,Drew,73,8474563,0,1,Doughty,Drew Doughty,CAN,D,R,200,-1,2,1,2,0,0,32.0,0.5,2,LAK,1539.0
1216,1,0.6666,2017-10-23T23:00:00Z,2017020123,0,1,1,TOR,0,0,Salt Lake City,USA,1987-01-08,UT,17,1,2006,Trevor,73,8473453,0,1,Lewis,Trevor Lewis,USA,C,R,205,2,2,0,0,1,1,26.0,0.5,2,LAK,841.0
1217,1,0.0,2017-11-14T00:00:00Z,2017020266,0,1,1,STL,0,0,Holland Landing,CAN,1996-06-20,ON,4,1,2014,Sam,73,8477935,0,1,Bennett,Sam Bennett,CAN,C,L,200,1,2,0,0,0,0,19.0,1.0,1,CGY,904.0
1218,1,0.5789,2017-10-09T23:30:00Z,2017020036,1,1,1,WSH,1,0,Calgary,CAN,1996-03-13,AB,79,3,2014,Brayden,70,8478010,0,1,Point,Brayden Point,CAN,C,R,166,1,2,1,1,0,0,28.0,0.3333,3,TBL,1303.0
1219,1,0.0,2017-11-01T23:30:00Z,2017020185,0,1,1,NSH,0,0,Raahe,FIN,1992-04-13,,99,4,2010,Joonas,72,8475820,0,1,Donskoi,Joonas Donskoi,FIN,R,R,190,1,2,0,1,0,0,21.0,0.5,2,SJS,802.0
1220,1,0.0,2017-11-25T00:00:00Z,2017020340,0,1,1,NJD,0,0,Ornskoldsvik,SWE,1980-09-26,,2,1,1999,Daniel,73,8467875,0,1,Sedin,Daniel Sedin,SWE,L,L,190,1,2,0,1,0,0,21.0,0.3333,3,VAN,1096.0
1221,1,0.0,2017-11-19T00:00:00Z,2017020302,0,1,1,NSH,0,2,Moscow,RUS,1994-07-29,,101,4,2015,Andrei,75,8478842,0,1,Mironov,Andrei Mironov,RUS,D,L,194,2,2,0,0,0,0,14.0,1.0,1,COL,586.0
1222,1,0.5555,2017-11-18T19:00:00Z,2017020295,0,1,1,NJD,0,0,Blaine,USA,1981-06-17,MN,131,5,2000,Matt,72,8468611,0,1,Hendricks,Matt Hendricks,USA,C,L,209,1,2,0,0,0,0,16.0,0.5,2,WPG,800.0
1223,1,0.0,2017-12-13T00:00:00Z,2017020470,1,1,1,CBJ,0,0,Edmonton,CAN,1994-05-25,AB,175,6,2012,Matt,73,8476988,0,1,Benning,Matt Benning,CAN,D,R,204,1,2,0,1,0,0,25.0,0.3333,3,EDM,1332.0
1224,1,0.0,2017-12-20T00:00:00Z,2017020524,0,1,1,MTL,0,0,Ornskoldsvik,SWE,1980-09-26,,2,1,1999,Daniel,73,8467875,0,1,Sedin,Daniel Sedin,SWE,L,L,190,-1,2,0,1,0,0,23.0,0.125,8,VAN,1033.0
1225,1,0.0,2017-11-03T23:00:00Z,2017020198,0,1,1,NJD,0,0,Pickering,CAN,1994-06-20,ON,,,,Drake,70,8479465,0,1,Caggiula,Drake Caggiula,CAN,L,L,185,0,2,1,1,0,0,24.0,0.5,2,EDM,989.0
1226,1,1.0,2017-10-24T23:00:00Z,2017020135,0,1,1,CHI,0,0,Pardubice,CZE,1992-09-01,,,,,Tomas,75,8477931,0,1,Nosek,Tomas Nosek,CZE,L,L,210,2,2,0,0,0,0,15.0,1.0,1,VGK,623.0
1227,1,0.5833,2017-11-25T23:00:00Z,2017020355,0,1,1,ARI,0,0,Marsta,SWE,1993-01-08,,53,2,2011,William,73,8476448,0,1,Karlsson,William Karlsson,SWE,C,L,189,1,2,0,0,0,0,22.0,0.5,2,VGK,1186.0
1228,1,0.0,2017-10-17T23:30:00Z,2017020088,1,1,1,ARI,0,0,Smithers,CAN,1982-12-13,BC,12,1,2001,Dan,73,8469465,0,1,Hamhuis,Dan Hamhuis,CAN,D,L,204,2,2,0,0,0,0,29.0,1.0,1,DAL,1184.0
1229,1,0.3333,2017-11-02T23:30:00Z,2017020197,0,1,1,TOR,0,0,Toronto,CAN,1982-06-08,ON,49,2,2001,Michael,69,8469500,0,1,Cammalleri,Michael Cammalleri,CAN,L,L,185,1,2,1,1,0,0,17.0,0.5,2,LAK,870.0
1230,1,0.3684,2017-12-10T00:30:00Z,2017020455,0,1,1,CAR,0,0,Jesenice,SVN,1987-08-24,,11,1,2005,Anze,75,8471685,0,1,Kopitar,Anze Kopitar,SVN,C,L,224,2,2,0,0,0,0,24.0,0.5,2,LAK,1352.0
1231,1,0.5384,2017-11-29T00:00:00Z,2017020368,0,1,1,VAN,0,0,Mississauga,CAN,1990-09-20,ON,1,1,2009,John,73,8475166,0,1,Tavares,John Tavares,CAN,C,L,208,2,2,0,0,0,1,24.0,0.5,2,NYI,1017.0
1232,1,0.6666,2017-12-03T23:00:00Z,2017020410,0,1,1,COL,0,0,Ajax,CAN,1994-07-19,ON,61,2,2012,Devin,72,8476913,0,1,Shore,Devin Shore,CAN,C,L,205,1,2,0,0,1,1,21.0,1.0,1,DAL,736.0
1233,1,0.6666,2017-12-16T00:00:00Z,2017020491,0,1,1,BUF,0,0,Boden,SWE,1994-12-02,,5,1,2013,Elias,73,8477496,0,1,Lindholm,Elias Lindholm,SWE,C,R,192,0,2,0,0,0,0,26.0,1.0,1,CAR,929.0
1234,1,0.5,2017-12-30T00:00:00Z,2017020586,1,1,1,CGY,0,2,Sundbyberg,SWE,1993-05-05,,30,1,2011,Rickard,74,8476483,0,1,Rakell,Rickard Rakell,SWE,C,R,198,0,2,1,1,0,0,23.0,0.5,2,ANA,1236.0
1235,1,0.4166,2017-12-02T00:00:00Z,2017020388,0,1,1,BUF,0,0,Cole Harbour,CAN,1987-08-07,NS,1,1,2005,Sidney,71,8471675,0,1,Crosby,Sidney Crosby,CAN,C,L,200,2,2,0,0,0,0,21.0,0.3333,3,PIT,977.0
1236,1,0.3333,2017-10-21T23:00:00Z,2017020114,0,1,1,PIT,0,2,Saint-Narcisse,CAN,1991-12-15,QC,,,,Yanni,69,8476826,0,1,Gourde,Yanni Gourde,CAN,C,L,172,2,2,0,0,0,0,27.0,0.25,4,TBL,1104.0
1237,1,0.0,2017-11-01T23:30:00Z,2017020185,0,1,1,NSH,0,0,Brondby,DNK,1989-12-16,,8,1,2008,Mikkel,72,8474571,0,1,Boedker,Mikkel Boedker,DNK,L,L,210,2,2,0,0,0,0,20.0,1.0,1,SJS,841.0
1238,1,0.0,2017-11-08T00:30:00Z,2017020229,0,1,1,VGK,0,0,Victoria,CAN,1987-07-26,BC,,,,Jordie,74,8474818,0,1,Benn,Jordie Benn,CAN,D,L,198,0,2,0,0,0,0,31.0,1.0,1,MTL,1551.0
1239,1,0.56,2017-10-21T23:30:00Z,2017020116,0,1,1,WSH,0,2,Pittsburgh,USA,1993-07-11,PA,64,3,2011,Vincent,70,8476389,0,1,Trocheck,Vincent Trocheck,USA,C,R,182,0,2,1,2,0,0,30.0,0.25,4,FLA,1288.0
1240,1,0.647,2017-10-25T23:00:00Z,2017020137,0,1,1,CGY,0,2,Quebec City,CAN,1985-12-27,QC,44,2,2005,Paul,72,8471669,0,1,Stastny,Paul Stastny,USA,C,L,193,2,2,0,0,0,0,24.0,0.5,2,STL,1028.0
1241,1,0.0,2017-11-11T00:30:00Z,2017020248,0,1,1,WPG,0,2,Ozieri,ITA,1990-01-30,,19,1,2008,Luca,74,8474579,0,1,Sbisa,Luca Sbisa,CHE,D,L,209,2,2,0,0,0,1,29.0,1.0,1,VGK,1300.0
1242,1,0.6,2017-12-06T00:00:00Z,2017020422,0,1,1,COL,0,2,North Chelmsford,USA,1996-10-28,MA,2,1,2015,Jack,74,8478403,0,1,Eichel,Jack Eichel,USA,C,R,206,2,2,0,0,0,0,24.0,0.3333,3,BUF,1032.0
1243,1,0.5357,2017-10-05T00:00:00Z,2017020002,0,1,1,STL,0,4,Cole Harbour,CAN,1987-08-07,NS,1,1,2005,Sidney,71,8471675,0,1,Crosby,Sidney Crosby,CAN,C,L,200,-1,2,1,1,0,0,26.0,0.5,2,PIT,1419.0
1244,1,0.7647,2017-10-27T19:00:00Z,2017020149,0,1,1,COL,0,0,Winnipeg,CAN,1991-05-24,MB,85,3,2009,Cody,72,8475236,0,1,Eakin,Cody Eakin,CAN,C,L,190,3,2,0,0,0,0,21.0,0.5,2,VGK,1166.0
1245,1,0.7333,2017-11-26T00:00:00Z,2017020357,0,1,1,WPG,0,0,Praha,CZE,1993-11-12,,17,1,2012,Tomas,74,8476881,0,1,Hertl,Tomas Hertl,CZE,C,L,220,2,2,0,0,0,1,25.0,0.3333,3,SJS,1009.0
1246,1,0.2857,2017-12-23T22:00:00Z,2017020552,1,1,1,MTL,0,0,Richmond Hill,CAN,1997-01-13,ON,1,1,2015,Connor,73,8478402,0,1,McDavid,Connor McDavid,CAN,C,L,192,1,2,0,1,0,0,22.0,0.5,2,EDM,1141.0
1247,1,0.0,2017-12-06T00:30:00Z,2017020421,0,1,1,NSH,0,5,Toronto,CAN,1992-12-21,ON,14,1,2011,Jamie,79,8476467,0,1,Oleksiak,Jamie Oleksiak,CAN,D,L,255,2,2,0,0,0,0,20.0,0.5,2,DAL,886.0
1248,1,0.5833,2017-10-17T23:00:00Z,2017020082,0,1,1,PIT,0,2,Laurier-Station,CAN,1986-09-14,QC,,,,David,67,8471976,0,1,Desharnais,David Desharnais,CAN,C,L,180,2,2,0,0,0,0,21.0,1.0,1,NYR,823.0
1249,1,0.0,2017-10-18T23:00:00Z,2017020093,1,1,1,CHI,0,0,Yaroslavl,RUS,1991-12-13,,16,1,2010,Vladimir,72,8475765,0,1,Tarasenko,Vladimir Tarasenko,RUS,R,L,225,4,2,0,0,0,0,21.0,0.1666,6,STL,1080.0
1250,1,0.4285,2017-12-03T00:00:00Z,2017020403,0,1,1,CAR,0,4,Tampere,FIN,1995-09-02,,2,1,2013,Aleksander,75,8477493,0,1,Barkov,Aleksander Barkov,FIN,C,L,213,1,2,0,0,0,0,36.0,1.0,1,FLA,1425.0
1251,1,0.0,2017-10-11T23:30:00Z,2017020048,0,1,1,BOS,0,0,Nizhnekamsk,RUS,1993-10-06,,1,1,2012,Nail,71,8476855,0,1,Yakupov,Nail Yakupov,RUS,R,L,195,3,2,0,0,0,0,20.0,0.5,2,COL,823.0
1252,1,0.5652,2017-11-21T00:00:00Z,2017020313,0,1,1,WPG,0,0,Vancouver,CAN,1992-07-31,BC,4,1,2010,Ryan,75,8475793,0,1,Johansen,Ryan Johansen,CAN,C,R,218,2,2,0,0,0,0,27.0,0.3333,3,NSH,982.0
1253,1,0.75,2017-11-10T00:00:00Z,2017020239,0,1,1,CGY,0,0,Herning,DNK,1984-04-24,,87,3,2002,Frans,73,8470144,0,1,Nielsen,Frans Nielsen,DNK,C,L,188,2,2,0,0,0,0,21.0,0.25,4,DET,893.0
1254,1,0.0,2017-11-12T00:00:00Z,2017020258,0,1,1,PIT,0,2,Madison,USA,1989-09-05,WI,98,4,2009,Craig,73,8475225,0,1,Smith,Craig Smith,USA,R,R,208,1,2,1,1,0,0,31.0,0.25,4,NSH,1343.0
1255,1,0.7,2017-10-17T23:30:00Z,2017020091,1,1,1,MTL,0,0,Praha,CZE,1993-11-12,,17,1,2012,Tomas,74,8476881,0,1,Hertl,Tomas Hertl,CZE,C,L,220,0,2,1,1,0,0,22.0,0.1666,6,SJS,989.0
1256,1,0.0,2017-10-26T23:00:00Z,2017020148,0,1,1,WSH,0,0,Kindersley,CAN,1986-12-20,SK,189,7,2006,Derek,72,8473432,0,1,Dorsett,Derek Dorsett,CAN,R,R,192,1,2,0,0,0,0,24.0,0.5,2,VAN,1036.0
1257,2,0.5454,2017-11-07T00:00:00Z,2017020217,0,1,0,MIN,0,0,Burlington,CAN,1991-05-14,ON,97,4,2009,Jordan,71,8475224,0,1,Szwarz,Jordan Szwarz,CAN,R,R,200,3,2,0,0,0,0,21.0,0.0,0,BOS,840.0
1258,2,0.4444,2017-10-21T22:00:00Z,2017020119,0,1,0,ARI,0,0,Winnipeg,CAN,1988-04-29,MB,3,1,2006,Jonathan,74,8473604,0,1,Toews,Jonathan Toews,CAN,C,L,201,1,2,0,1,0,0,22.0,0.0,3,CHI,956.0
1259,2,0.0,2017-12-06T00:30:00Z,2017020420,0,1,0,NYI,0,0,Maykop,RUS,1993-06-17,,58,2,2011,Nikita,71,8476453,0,1,Kucherov,Nikita Kucherov,RUS,R,L,178,1,2,0,1,0,0,22.0,0.0,2,TBL,1219.0
1260,2,0.5714,2017-12-10T00:00:00Z,2017020448,0,1,0,FLA,0,0,Meadow Lake,CAN,1986-02-18,SK,47,2,2004,Blake,73,8471260,0,1,Comeau,Blake Comeau,CAN,L,R,202,3,2,0,0,0,0,27.0,0.0,0,COL,1072.0
1261,2,0.0,2017-10-21T23:30:00Z,2017020121,0,1,0,STL,0,0,Maple Ridge,CAN,1988-08-24,BC,,,,Brad,69,8476779,0,1,Hunt,Brad Hunt,CAN,D,L,187,0,2,0,1,0,0,23.0,0.0,0,VGK,1132.0
1262,2,0.2,2017-12-31T23:00:00Z,2017020594,0,1,0,CBJ,0,0,Calgary,CAN,1996-03-13,AB,79,3,2014,Brayden,70,8478010,0,1,Point,Brayden Point,CAN,C,R,166,2,2,0,0,0,0,22.0,0.0,2,TBL,1077.0
1263,2,0.3846,2017-10-25T23:00:00Z,2017020137,0,1,0,CGY,0,0,Saskatoon,CAN,1991-08-22,SK,5,1,2009,Brayden,73,8475170,0,1,Schenn,Brayden Schenn,CAN,C,L,200,0,2,0,1,0,0,24.0,0.0,0,STL,1080.0
1264,2,0.0,2017-10-11T23:30:00Z,2017020050,0,1,0,LAK,0,0,Salem,USA,1993-08-13,NJ,104,4,2011,Johnny,69,8476346,0,1,Gaudreau,Johnny Gaudreau,USA,L,L,157,1,2,0,0,0,0,23.0,0.0,3,CGY,1184.0
1265,2,0.0,2017-12-10T00:00:00Z,2017020452,0,1,0,DAL,0,2,Winnipeg,CAN,1994-05-19,MB,89,3,2012,Brendan,70,8476894,0,1,Leipsic,Brendan Leipsic,CAN,L,L,180,1,2,0,0,0,0,17.0,0.0,2,VGK,648.0
1266,2,1.0,2017-12-22T00:30:00Z,2017020533,0,1,0,OTT,0,0,Maykop,RUS,1993-06-17,,58,2,2011,Nikita,71,8476453,0,1,Kucherov,Nikita Kucherov,RUS,R,L,178,2,2,0,0,0,0,26.0,0.0,7,TBL,1304.0
1267,2,0.0,2017-11-26T00:00:00Z,2017020350,0,1,0,OTT,0,0,Eden Prairie,USA,1991-03-20,MN,16,1,2009,Nick,72,8475181,0,1,Leddy,Nick Leddy,USA,D,L,204,1,2,0,1,0,0,21.0,0.0,2,NYI,1195.0
1268,2,0.0,2017-10-30T23:00:00Z,2017020170,0,1,0,VGK,0,4,Schwenningen,DEU,1981-07-18,,172,6,2001,Dennis,72,8469619,0,1,Seidenberg,Dennis Seidenberg,DEU,D,L,199,2,2,0,0,0,0,21.0,0.0,0,NYI,1179.0
1269,2,0.0,2017-10-17T23:00:00Z,2017020090,0,1,0,BUF,0,0,Whitby,CAN,1987-09-03,ON,33,2,2005,James,74,8471707,0,1,Neal,James Neal,CAN,L,L,221,2,2,0,0,0,0,23.0,0.0,1,VGK,1075.0
1270,2,0.0,2017-10-24T23:00:00Z,2017020126,0,1,0,NYI,0,0,Chesterfield,USA,1998-07-29,MO,7,1,2016,Clayton,70,8479343,0,1,Keller,Clayton Keller,USA,C,L,170,0,2,0,1,0,0,27.0,0.0,4,ARI,1095.0
1271,2,0.0,2017-10-24T23:00:00Z,2017020127,0,1,0,PHI,0,0,Peterborough,CAN,1985-05-16,ON,28,1,2003,Corey,75,8470621,0,1,Perry,Corey Perry,CAN,R,R,213,2,2,0,0,0,0,24.0,0.0,0,ANA,1183.0
